district_id,district_name,year,month,drought_next_actual,drought_risk_prob,drought_alert,alert_result
beloha,Beloha,2024,4,0,0.1032824840984567,0,TN
beloha,Beloha,2024,5,0,0.0243965623601472,0,TN
beloha,Beloha,2024,6,0,0.0192461833537526,0,TN
beloha,Beloha,2024,7,0,0.0816870189510637,0,TN
beloha,Beloha,2024,8,0,0.0404358396217816,0,TN
beloha,Beloha,2024,9,0,0.2629723654811627,1,FP
beloha,Beloha,2024,10,1,0.3290385925798015,1,TP
beloha,Beloha,2024,11,1,0.3655162367258002,1,TP
beloha,Beloha,2024,12,0,0.5254002654350606,1,FP
beloha,Beloha,2025,1,0,0.5952487232099443,1,FP
beloha,Beloha,2025,2,0,0.3406869198828381,1,FP
beloha,Beloha,2025,3,0,0.1861984561097003,0,TN
beloha,Beloha,2025,4,0,0.0496733714984068,0,TN
beloha,Beloha,2025,5,0,0.0302441641237959,0,TN
beloha,Beloha,2025,6,0,0.0364405686381915,0,TN
beloha,Beloha,2025,7,0,0.0926048994262813,0,TN
beloha,Beloha,2025,8,0,0.0607888669767602,0,TN
beloha,Beloha,2025,9,0,0.0954109324903311,0,TN
beloha,Beloha,2025,10,0,0.1876063497371439,0,TN
benenitra,Benenitra,2023,1,0,0.4392207398902616,1,FP
benenitra,Benenitra,2023,2,0,0.4208363060964399,1,FP
benenitra,Benenitra,2023,3,0,0.2106993678002499,1,FP
benenitra,Benenitra,2023,4,0,0.141258221283764,0,TN
benenitra,Benenitra,2023,5,0,0.0458241805531119,0,TN
benenitra,Benenitra,2023,6,0,0.0272505361262425,0,TN
benenitra,Benenitra,2023,7,0,0.0274208165672662,0,TN
benenitra,Benenitra,2023,8,0,0.1161827444016842,0,TN
benenitra,Benenitra,2023,9,1,0.2607017513290012,1,TP
benenitra,Benenitra,2023,10,1,0.2659620706351616,1,TP
benenitra,Benenitra,2023,11,1,0.4661827861479861,1,TP
benenitra,Benenitra,2023,12,0,0.5042558379066148,1,FP
benenitra,Benenitra,2024,1,0,0.5052685951758256,1,FP
benenitra,Benenitra,2024,2,0,0.4802638998226053,1,FP
benenitra,Benenitra,2024,3,0,0.1692844449790393,0,TN
benenitra,Benenitra,2024,4,1,0.0608655239120353,0,FN
benenitra,Benenitra,2024,5,0,0.0501319157418507,0,TN
benenitra,Benenitra,2024,6,0,0.0172756065284629,0,TN
benenitra,Benenitra,2024,7,0,0.0336990448956116,0,TN
benenitra,Benenitra,2024,8,0,0.091621651728993,0,TN
benenitra,Benenitra,2024,9,0,0.2120629985498357,1,FP
benenitra,Benenitra,2024,10,0,0.222792874205479,1,FP
benenitra,Benenitra,2024,11,1,0.2293746787734183,1,TP
benenitra,Benenitra,2024,12,0,0.4013170529407525,1,FP
benenitra,Benenitra,2025,1,0,0.6113312840351275,1,FP
benenitra,Benenitra,2025,2,0,0.2944723695742264,1,FP
benenitra,Benenitra,2025,3,0,0.1338738123567351,0,TN
benenitra,Benenitra,2025,4,0,0.0855841468965738,0,TN
benenitra,Benenitra,2025,5,0,0.0261534793538517,0,TN
benenitra,Benenitra,2025,6,0,0.0108269923654297,0,TN
benenitra,Benenitra,2025,7,0,0.0605473042519198,0,TN
benenitra,Benenitra,2025,8,0,0.0811691405699964,0,TN
benenitra,Benenitra,2025,9,1,0.2688714706476953,1,TP
benenitra,Benenitra,2025,10,0,0.2563031930561564,1,FP
beroroha,Beroroha,2023,1,1,0.4004558132105248,1,TP
beroroha,Beroroha,2023,2,0,0.2043743811366126,1,FP
beroroha,Beroroha,2023,3,0,0.1360887657165788,0,TN
beroroha,Beroroha,2023,4,0,0.0550680611318359,0,TN
beroroha,Beroroha,2023,5,0,0.0645013248881647,0,TN
beroroha,Beroroha,2023,6,0,0.0339488640675928,0,TN
beroroha,Beroroha,2023,7,0,0.0007451504297268,0,TN
beroroha,Beroroha,2023,8,0,0.0113646107560632,0,TN
beroroha,Beroroha,2023,9,0,0.1943614580200677,0,TN
beroroha,Beroroha,2023,10,1,0.1303504729997276,0,FN
beroroha,Beroroha,2023,11,1,0.3502104628050622,1,TP
beroroha,Beroroha,2023,12,0,0.5973761040330278,1,FP
beroroha,Beroroha,2024,1,0,0.5773635148480358,1,FP
beroroha,Beroroha,2024,2,0,0.2223312565663504,1,FP
beroroha,Beroroha,2024,3,0,0.0907663267889975,0,TN
beroroha,Beroroha,2024,4,0,0.0622147442614659,0,TN
beroroha,Beroroha,2024,5,0,0.0602643826998675,0,TN
beroroha,Beroroha,2024,6,0,0.0483119174650524,0,TN
beroroha,Beroroha,2024,7,0,0.0102647193186222,0,TN
beroroha,Beroroha,2024,8,0,0.0246559623131339,0,TN
beroroha,Beroroha,2024,9,0,0.1626201781466809,0,TN
beroroha,Beroroha,2024,10,0,0.1785306375736987,0,TN
beroroha,Beroroha,2024,11,1,0.1510581587166089,0,FN
beroroha,Beroroha,2024,12,0,0.3748220133566463,1,FP
beroroha,Beroroha,2025,1,0,0.4184111673841953,1,FP
beroroha,Beroroha,2025,2,1,0.2399244370804644,1,TP
beroroha,Beroroha,2025,3,0,0.1305564572949185,0,TN
beroroha,Beroroha,2025,4,0,0.0547319002101214,0,TN
beroroha,Beroroha,2025,5,0,0.0373305970817685,0,TN
beroroha,Beroroha,2025,6,0,0.0139422731951296,0,TN
beroroha,Beroroha,2025,7,0,0.0339864909902768,0,TN
beroroha,Beroroha,2025,8,0,0.0372606278272643,0,TN
beroroha,Beroroha,2025,9,0,0.1634348659547692,0,TN
beroroha,Beroroha,2025,10,0,0.227024976986684,1,FP
betioky_atsimo,Betioky Atsimo,2023,1,0,0.2448844428852533,1,FP
betioky_atsimo,Betioky Atsimo,2023,2,0,0.3120914381500517,1,FP
betioky_atsimo,Betioky Atsimo,2023,3,0,0.0757206716384466,0,TN
betioky_atsimo,Betioky Atsimo,2023,4,0,0.0447092128939539,0,TN
betioky_atsimo,Betioky Atsimo,2023,5,0,0.0104371254302457,0,TN
betioky_atsimo,Betioky Atsimo,2023,6,0,0.0238568712948095,0,TN
betioky_atsimo,Betioky Atsimo,2023,7,0,0.0106531576569434,0,TN
betioky_atsimo,Betioky Atsimo,2023,8,0,0.0206892651104152,0,TN
betioky_atsimo,Betioky Atsimo,2023,9,0,0.3770612450294934,1,FP
betioky_atsimo,Betioky Atsimo,2023,10,1,0.2841940627239134,1,TP
betioky_atsimo,Betioky Atsimo,2023,11,1,0.6325013873031463,1,TP
betioky_atsimo,Betioky Atsimo,2023,12,1,0.791554432490494,1,TP
betioky_atsimo,Betioky Atsimo,2024,1,0,0.6616441277555422,1,FP
betioky_atsimo,Betioky Atsimo,2024,2,0,0.4799745771518099,1,FP
betioky_atsimo,Betioky Atsimo,2024,3,0,0.0961194804510661,0,TN
betioky_atsimo,Betioky Atsimo,2024,4,0,0.0142754389650046,0,TN
betioky_atsimo,Betioky Atsimo,2024,5,0,0.0240328113948681,0,TN
betioky_atsimo,Betioky Atsimo,2024,6,0,0.0131284357933276,0,TN
betioky_atsimo,Betioky Atsimo,2024,7,0,0.0168993062585236,0,TN
betioky_atsimo,Betioky Atsimo,2024,8,0,0.0672308687098314,0,TN
betioky_atsimo,Betioky Atsimo,2024,9,0,0.2979897929403925,1,FP
betioky_atsimo,Betioky Atsimo,2024,10,0,0.3870088177143382,1,FP
betioky_atsimo,Betioky Atsimo,2024,11,1,0.2571039592182126,1,TP
betioky_atsimo,Betioky Atsimo,2024,12,0,0.555408749681754,1,FP
betioky_atsimo,Betioky Atsimo,2025,1,0,0.5887502636671901,1,FP
betioky_atsimo,Betioky Atsimo,2025,2,0,0.3034646321040352,1,FP
betioky_atsimo,Betioky Atsimo,2025,3,0,0.0988418384375341,0,TN
betioky_atsimo,Betioky Atsimo,2025,4,0,0.0236476553069445,0,TN
betioky_atsimo,Betioky Atsimo,2025,5,0,0.0203903841415555,0,TN
betioky_atsimo,Betioky Atsimo,2025,6,0,0.0106089398617963,0,TN
betioky_atsimo,Betioky Atsimo,2025,7,0,0.0406531576569434,0,TN
betioky_atsimo,Betioky Atsimo,2025,8,0,0.0405618814338324,0,TN
betioky_atsimo,Betioky Atsimo,2025,9,1,0.2120427809408854,1,TP
betioky_atsimo,Betioky Atsimo,2025,10,0,0.3085235486753636,1,FP
betroka,Betroka,2023,1,0,0.4119431825848534,1,FP
betroka,Betroka,2023,2,0,0.3414638000016257,1,FP
betroka,Betroka,2023,3,0,0.1927977742974105,0,TN
betroka,Betroka,2023,4,0,0.1128156833422722,0,TN
betroka,Betroka,2023,5,0,0.0525040202127561,0,TN
betroka,Betroka,2023,6,0,0.0244942688675656,0,TN
betroka,Betroka,2023,7,0,0.0272877445968448,0,TN
betroka,Betroka,2023,8,0,0.0808231812514609,0,TN
betroka,Betroka,2023,9,0,0.2914220180018505,1,FP
betroka,Betroka,2023,10,1,0.2400416152593346,1,TP
betroka,Betroka,2023,11,1,0.3194739623028442,1,TP
betroka,Betroka,2023,12,0,0.5862857783591798,1,FP
betroka,Betroka,2024,1,0,0.3624677044208515,1,FP
betroka,Betroka,2024,2,0,0.2614564360167769,1,FP
betroka,Betroka,2024,3,0,0.1034628921144383,0,TN
betroka,Betroka,2024,4,0,0.0231030872785204,0,TN
betroka,Betroka,2024,5,0,0.0452381668868649,0,TN
betroka,Betroka,2024,6,0,0.021111749702976,0,TN
betroka,Betroka,2024,7,0,0.0372877445968448,0,TN
betroka,Betroka,2024,8,0,0.0906825458748573,0,TN
betroka,Betroka,2024,9,1,0.2852609880194247,1,TP
betroka,Betroka,2024,10,0,0.2782080069707331,1,FP
betroka,Betroka,2024,11,1,0.207955919301761,1,TP
betroka,Betroka,2024,12,0,0.4265357220201444,1,FP
betroka,Betroka,2025,1,0,0.5358031070274768,1,FP
betroka,Betroka,2025,2,0,0.275042082592173,1,FP
betroka,Betroka,2025,3,0,0.1156455442060417,0,TN
betroka,Betroka,2025,4,0,0.2085835419818877,1,FP
betroka,Betroka,2025,5,0,0.081150544658116,0,TN
betroka,Betroka,2025,6,0,0.0799439877047117,0,TN
betroka,Betroka,2025,7,0,0.0865406717253674,0,TN
betroka,Betroka,2025,8,0,0.0939026505645357,0,TN
betroka,Betroka,2025,9,1,0.2865968595446327,1,TP
betroka,Betroka,2025,10,0,0.2238181879427541,1,FP
morombe,Morombe,2023,1,0,0.4125323893665283,1,FP
morombe,Morombe,2023,2,0,0.1839418299483594,0,TN
morombe,Morombe,2023,3,0,0.1393601766390388,0,TN
morombe,Morombe,2023,4,0,0.0862681408659521,0,TN
morombe,Morombe,2023,5,0,0.0308222114321134,0,TN
morombe,Morombe,2023,6,0,0.0206563820933844,0,TN
morombe,Morombe,2023,7,0,0.0072778113755265,0,TN
morombe,Morombe,2023,8,0,0.0112693068062457,0,TN
morombe,Morombe,2023,9,0,0.1362690369951927,0,TN
morombe,Morombe,2023,10,1,0.0880035186211484,0,FN
morombe,Morombe,2023,11,1,0.3224424160534913,1,TP
morombe,Morombe,2023,12,1,0.500116545820942,1,TP
morombe,Morombe,2024,1,1,0.358065381286395,1,TP
morombe,Morombe,2024,2,0,0.3610739840268844,1,FP
morombe,Morombe,2024,3,0,0.1878343659416465,0,TN
morombe,Morombe,2024,4,0,0.1092383494146095,0,TN
morombe,Morombe,2024,5,0,0.0503166104632971,0,TN
morombe,Morombe,2024,6,0,0.0106563820933844,0,TN
morombe,Morombe,2024,7,0,0.0107703202874384,0,TN
morombe,Morombe,2024,8,0,0.0135662607499597,0,TN
morombe,Morombe,2024,9,0,0.1383611270753796,0,TN
morombe,Morombe,2024,10,0,0.1151096967324603,0,TN
morombe,Morombe,2024,11,1,0.1258906808688051,0,FN
morombe,Morombe,2024,12,0,0.4419891435132296,1,FP
morombe,Morombe,2025,1,0,0.5102332883851667,1,FP
morombe,Morombe,2025,2,0,0.2097362232510743,1,FP
morombe,Morombe,2025,3,0,0.1146036467021308,0,TN
morombe,Morombe,2025,4,0,0.1337591132074523,0,TN
morombe,Morombe,2025,5,0,0.0637237174748889,0,TN
morombe,Morombe,2025,6,0,0.0374084506603712,0,TN
morombe,Morombe,2025,7,0,0.044119335122185,0,TN
morombe,Morombe,2025,8,0,0.0372606278272643,0,TN
morombe,Morombe,2025,9,0,0.1045142216011805,0,TN
morombe,Morombe,2025,10,1,0.1998418328975507,0,FN
sakaraha,Sakaraha,2023,1,0,0.3537909756576898,1,FP
sakaraha,Sakaraha,2023,2,0,0.232030923749602,1,FP
sakaraha,Sakaraha,2023,3,0,0.095109626679957,0,TN
sakaraha,Sakaraha,2023,4,0,0.0521323810610152,0,TN
sakaraha,Sakaraha,2023,5,0,0.0203903841415555,0,TN
sakaraha,Sakaraha,2023,6,0,0.0073675993012463,0,TN
sakaraha,Sakaraha,2023,7,0,0.0006531576569434,0,TN
sakaraha,Sakaraha,2023,8,0,0.0285196948432839,0,TN
sakaraha,Sakaraha,2023,9,1,0.2601469064853336,1,TP
sakaraha,Sakaraha,2023,10,1,0.3569447238663426,1,TP
sakaraha,Sakaraha,2023,11,1,0.4934037503065681,1,TP
sakaraha,Sakaraha,2023,12,0,0.5430019696253688,1,FP
sakaraha,Sakaraha,2024,1,0,0.3893996449882946,1,FP
sakaraha,Sakaraha,2024,2,0,0.2953399264031069,1,FP
sakaraha,Sakaraha,2024,3,0,0.0796857778156589,0,TN
sakaraha,Sakaraha,2024,4,0,0.0365169281060267,0,TN
sakaraha,Sakaraha,2024,5,0,0.0120454135517563,0,TN
sakaraha,Sakaraha,2024,6,0,0.0138568712948095,0,TN
sakaraha,Sakaraha,2024,7,0,0.0235659729251902,0,TN
sakaraha,Sakaraha,2024,8,0,0.027921147267131,0,TN
sakaraha,Sakaraha,2024,9,0,0.3474693333263575,1,FP
sakaraha,Sakaraha,2024,10,0,0.228147758159328,1,FP
sakaraha,Sakaraha,2024,11,1,0.2088500033080443,1,TP
